supplier,sku,order_qty
MBGBXZ Limited,LQ9855N,1550
MBGBXZ Limited,XQ5197O,1100
MBGBXZ Limited,FM4263G,2450
MBGBXZ Limited,CM6474E,1250
MBGBXZ Limited,ER7072L,450
MBGBXZ Limited,MF5324H,950
MBGBXZ Limited,IE6429Y,1100
MBGBXZ Limited,ZF7816G,250
MBGBXZ Limited,QL9119Y,2000
MBGBXZ Limited,LZ7774J,1050
MBGBXZ Limited,QR3405A,1600
MBGBXZ Limited,GG2239R,550
MBGBXZ Limited,EM4511G,1600
MBGBXZ Limited,DL8297C,2200
MBGBXZ Limited,YN4220H,750
MBGBXZ Limited,LP3393P,850
MBGBXZ Limited,CF7278X,1700
MBGBXZ Limited,HQ7444Q,1200
MBGBXZ Limited,ZB5438X,1600
MBGBXZ Limited,RF3069P,2050
MBGBXZ Limited,HK5620Q,2150
MBGBXZ Limited,MO8550B,750
MBGBXZ Limited,IQ6455O,2000
MBGBXZ Limited,EP9821G,2350
MBGBXZ Limited,IM8639N,550
MBGBXZ Limited,BO3979E,1000
MBGBXZ Limited,JQ2651M,1250
MBGBXZ Limited,LA3924X,2150
MBGBXZ Limited,ER9595L,1450
MBGBXZ Limited,AR9219N,350
MBGBXZ Limited,FO1130L,450
MBGBXZ Limited,FH5433A,1850
MBGBXZ Limited,RF6640P,1450
MBGBXZ Limited,PK6234I,2200
MBGBXZ Limited,JK7551D,1650
MBGBXZ Limited,GE1788Z,450
MBGBXZ Limited,PB7764Y,2050
MFLKGM Limited,JO7814I,1400
MFLKGM Limited,FX6782M,2500
MFLKGM Limited,DR4687E,2200
MFLKGM Limited,ZD5596M,200
MFLKGM Limited,IQ3538L,2050
MFLKGM Limited,KC5247L,300
MFLKGM Limited,OE4196M,1100
MFLKGM Limited,II5985A,650
MFLKGM Limited,NJ4421K,1600
MFLKGM Limited,RD1135D,1600
MFLKGM Limited,LF8308P,2300
MFLKGM Limited,QZ9961N,750
MFLKGM Limited,FE9160K,950
MFLKGM Limited,QR6235I,1550
FYOOXN Limited,NF2750R,700
FYOOXN Limited,CD3901A,300
FYOOXN Limited,AG9429I,2000
FYOOXN Limited,QD9344N,1150
FYOOXN Limited,IG1615H,2350
FYOOXN Limited,DR8533M,1250
FYOOXN Limited,LX9073Q,950
FYOOXN Limited,KA4843I,600
FYOOXN Limited,MC4111N,1650
FYOOXN Limited,JZ3892J,1950
FYOOXN Limited,MK1678H,850
FYOOXN Limited,ZQ1818E,2250
FYOOXN Limited,FG2038N,1450
FYOOXN Limited,HB1044L,700
ICMFEH Limited,FB6385Q,2050
ICMFEH Limited,BE2281K,1250
ICMFEH Limited,LP1123C,200
ICMFEH Limited,KZ8864I,2400
ICMFEH Limited,HL8548N,1150
ICMFEH Limited,ND9959A,2050
ICMFEH Limited,OR7548N,1450
ICMFEH Limited,GK4394M,1900
ICMFEH Limited,PA6891R,500
ICMFEH Limited,EI9297P,1750
ICMFEH Limited,EL6793Z,1250
ICMFEH Limited,XL6342F,2250
ICMFEH Limited,YI5623P,1800
RZQGRE Limited,YJ5757G,1550
RZQGRE Limited,NH2187C,2500
RZQGRE Limited,AE8303F,1600
RZQGRE Limited,MN1354F,500
RZQGRE Limited,DE9232P,950
RZQGRE Limited,OC6163Q,2500
RZQGRE Limited,LP9037D,200
RZQGRE Limited,LF1385R,250
RZQGRE Limited,AQ9336N,1900
RZQGRE Limited,MK2848B,1350
RZQGRE Limited,NL6692O,2150
RZQGRE Limited,BR4259G,1800
RZQGRE Limited,HL2745X,1650
RZQGRE Limited,NA5859J,1750
RZQGRE Limited,OK8199P,700
RZQGRE Limited,CK7141G,650
RZQGRE Limited,OR1811D,1650
RZQGRE Limited,PJ9080F,350
RZQGRE Limited,PH4485E,1700
RZQGRE Limited,DD4764X,550
FZEXLD Limited,XZ2147D,2100
FZEXLD Limited,PH5296F,2100
FZEXLD Limited,FO2217B,1800
FZEXLD Limited,FM2943B,1950
FZEXLD Limited,QN1329O,700
FZEXLD Limited,ZO8404M,500
FZEXLD Limited,MO7815A,2450
FZEXLD Limited,KI3598A,2300
FZEXLD Limited,LC3861J,650
FZEXLD Limited,YR9018K,350
FZEXLD Limited,MZ2368Q,1950
FZEXLD Limited,GQ2022B,1100
FZEXLD Limited,OO6839O,2250
